HSinc1,HSinc2,HSinc3,HSinc4,HSinc5,HSinc6,HSinc7,HSinc8,HSinc9,HSinc10,HFair1,HFair2,HFair3,HFair4,HFair5,HFair6,HFair7,HFair8,HFair9,HFair10,HGree1,HGree2,HGree3,HGree4,HGree5,HGree6,HGree7,HGree8,HGree9,HGree10,HMode1,HMode2,HMode3,HMode4,HMode5,HMode6,HMode7,HMode8,HMode9,HMode10,EFear1,EFear2,EFear3,EFear4,EFear5,EFear6,EFear7,EFear8,EFear9,EFear10,EAnxi1,EAnxi2,EAnxi3,EAnxi4,EAnxi5,EAnxi6,EAnxi7,EAnxi8,EAnxi9,EAnxi10,EDepe1,EDepe2,EDepe3,EDepe4,EDepe5,EDepe6,EDepe7,EDepe8,EDepe9,EDepe10,ESent1,ESent2,ESent3,ESent4,ESent5,ESent6,ESent7,ESent8,ESent9,ESent10,XExpr1,XExpr2,XExpr3,XExpr4,XExpr5,XExpr6,XExpr7,XExpr8,XExpr9,XExpr10,XSocB1,XSocB2,XSocB3,XSocB4,XSocB5,XSocB6,XSocB7,XSocB8,XSocB9,XSocB10,XSoci1,XSoci2,XSoci3,XSoci4,XSoci5,XSoci6,XSoci7,XSoci8,XSoci9,XSoci10,XLive1,XLive2,XLive3,XLive4,XLive5,XLive6,XLive7,XLive8,XLive9,XLive10,AForg1,AForg2,AForg3,AForg4,AForg5,AForg6,AForg7,AForg8,AForg9,AForg10,AGent1,AGent2,AGent3,AGent4,AGent5,AGent6,AGent7,AGent8,AGent9,AGent10,AFlex1,AFlex2,AFlex3,AFlex4,AFlex5,AFlex6,AFlex7,AFlex8,AFlex9,AFlex10,APati1,APati2,APati3,APati4,APati5,APati6,APati7,APati8,APati9,APati10,COrga1,COrga2,COrga3,COrga4,COrga5,COrga6,COrga7,COrga8,COrga9,COrga10,CDili1,CDili2,CDili3,CDili4,CDili5,CDili6,CDili7,CDili8,CDili9,CDili10,CPerf1,CPerf2,CPerf3,CPerf4,CPerf5,CPerf6,CPerf7,CPerf8,CPerf9,CPerf10,CPrud1,CPrud2,CPrud3,CPrud4,CPrud5,CPrud6,CPrud7,CPrud8,CPrud9,CPrud10,OAesA1,OAesA2,OAesA3,OAesA4,OAesA5,OAesA6,OAesA7,OAesA8,OAesA9,OAesA10,OInqu1,OInqu2,OInqu3,OInqu4,OInqu5,OInqu6,OInqu7,OInqu8,OInqu9,OInqu10,OCrea1,OCrea2,OCrea3,OCrea4,OCrea5,OCrea6,OCrea7,OCrea8,OCrea9,OCrea10,OUnco1,OUnco2,OUnco3,OUnco4,OUnco5,OUnco6,OUnco7,OUnco8,OUnco9,OUnco10,V1,V2,country,elapse,HEXACO_H,HEXACO_E,HEXACO_X,HEXACO_A,HEXACO_C,HEXACO_O,FACET_AesA,FACET_Anxi,FACET_Crea,FACET_Depe,FACET_Dili,FACET_Expr,FACET_Fair,FACET_Fear,FACET_Flex,FACET_Forg,FACET_Gent,FACET_Gree,FACET_Inqu,FACET_Live,FACET_Mode,FACET_Orga,FACET_Pati,FACET_Perf,FACET_Prud,FACET_Sent,FACET_Sinc,FACET_SocB,FACET_Soci,FACET_Unco
6,7,2,7,1,7,7,6,7,4,3,6,2,4,1,7,7,2,7,2,7,5,6,7,7,7,2,6,7,7,2,1,1,1,7,5,6,1,5,4,2,3,6,5,2,5,2,7,3,3,1,1,2,1,2,2,2,5,2,3,4,1,1,3,1,3,6,2,1,6,7,6,6,7,7,7,5,7,3,2,5,6,6,5,7,5,3,6,3,5,7,5,6,6,6,7,7,6,5,7,2,6,6,6,5,3,5,3,6,5,3,5,5,7,6,7,7,7,3,5,5,6,7,5,6,6,3,7,5,3,7,7,7,7,6,7,7,6,6,3,5,2,3,2,3,5,3,2,6,6,7,6,7,7,7,7,7,7,7,6,5,1,5,6,5,5,4,4,6,6,2,3,4,5,4,2,3,5,7,3,6,2,7,4,1,1,7,6,6,3,2,5,5,7,6,7,7,7,1,4,7,7,7,7,7,7,7,7,6,7,5,6,7,6,2,7,6,6,3,7,7,6,7,6,6,6,7,7,7,7,6,6,6,6,3,5,1,7,7,6,6,7,AU,1989,4.725,3.6,5.375,5.525,4.475,6.075,6.9,2.1,6.6,2.8,3.8,5.1,4.1,3.8,3.7,5.3,6.3,6.1,5.5,5.5,3.3,4.7,6.8,4.3,5.1,5.7,5.4,6.2,4.7,5.3
6,5,2,6,4,7,7,6,6,7,7,6,2,7,5,5,7,7,7,1,7,6,4,7,6,6,5,3,6,2,6,3,4,2,7,2,3,4,5,6,2,5,6,5,7,6,6,6,7,5,3,5,2,4,5,5,1,2,6,5,4,2,2,2,3,6,7,6,3,6,6,5,6,6,4,7,6,5,7,6,5,2,3,6,4,4,2,6,6,6,2,2,4,5,7,3,2,2,2,3,2,2,6,6,5,4,6,4,6,6,2,6,2,6,2,6,6,6,3,6,4,7,6,6,7,7,6,5,6,6,3,5,7,7,6,7,6,6,6,6,4,3,3,4,3,3,6,3,6,3,7,6,6,5,6,3,6,3,6,4,5,3,5,6,5,4,3,4,3,5,5,4,6,6,5,5,3,6,3,3,6,5,7,3,3,5,6,3,7,2,6,4,3,5,6,6,5,4,5,6,7,7,6,7,2,7,7,7,7,3,6,7,5,6,1,4,5,6,2,3,7,6,4,6,6,6,7,7,5,5,5,5,7,1,6,7,1,2,6,5,7,7,AU,1669,5.1,4.8,4.2,5.225,4.65,5.225,6.0,3.8,5.9,4.1,4.6,4.4,5.4,5.5,3.8,6.0,5.9,5.2,4.5,4.5,4.2,4.3,5.2,4.7,5.0,5.8,5.6,3.2,4.7,4.5
5,3,4,5,2,3,3,4,6,7,6,6,7,7,6,3,6,7,5,2,1,3,2,4,2,7,3,4,4,5,3,4,5,5,3,3,4,3,5,3,1,2,2,1,1,2,1,2,1,2,3,3,2,2,3,3,3,2,3,2,4,5,5,1,2,2,3,1,1,4,2,2,2,2,4,1,6,3,2,6,5,5,3,2,3,5,3,7,4,5,5,5,3,7,5,6,6,4,5,6,7,5,5,5,4,5,3,6,7,6,5,7,5,5,6,7,7,6,6,6,2,7,6,5,6,6,3,5,6,5,2,7,5,5,6,6,5,3,3,4,3,6,3,3,3,4,5,5,6,5,6,5,6,4,4,5,5,5,6,6,2,5,4,1,6,2,2,5,2,3,5,4,6,7,6,3,6,5,4,5,7,5,7,5,5,4,5,4,6,1,5,4,5,3,2,3,3,4,5,4,4,7,7,4,1,5,5,5,3,2,6,6,7,5,5,5,5,5,4,5,6,6,5,6,5,6,1,6,3,4,5,4,5,5,5,6,3,6,4,3,7,7,AU,6327,4.25,2.475,5.175,4.8,4.25,4.75,4.3,2.6,4.8,2.8,5.1,4.2,5.5,1.5,4.3,5.1,4.6,3.5,5.3,6.0,3.8,3.2,5.2,4.9,3.8,3.0,4.2,5.2,5.3,4.6
7,7,1,7,1,7,7,7,5,7,7,1,7,7,6,7,7,7,1,1,2,2,1,4,7,6,7,7,4,7,7,5,6,4,7,1,4,6,1,7,1,1,1,1,2,1,1,4,1,2,1,6,6,4,1,7,7,2,1,1,4,1,4,4,2,7,7,5,1,5,7,7,7,7,7,3,7,7,7,5,2,5,4,3,1,3,4,7,1,5,4,5,4,6,7,1,5,7,6,4,2,4,1,6,3,2,1,1,1,1,2,4,2,1,2,1,6,1,4,1,4,7,6,7,7,1,7,7,7,7,6,4,6,7,4,4,3,7,3,6,7,6,7,1,2,1,3,1,6,7,7,5,4,1,4,3,6,1,7,2,4,3,7,5,1,1,1,3,1,1,4,5,7,5,7,1,6,3,2,4,5,1,7,5,7,1,7,4,7,5,7,2,6,3,7,3,7,7,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,4,7,7,7,4,7,3,7,6,6,4,7,7,7,7,7,2,4,1,5,2,4,6,5,2,7,7,7,AU,912,5.05,3.875,3.25,4.775,4.25,5.675,6.4,3.6,6.1,4.0,4.4,3.5,5.1,1.5,4.1,6.0,5.0,4.7,6.4,2.4,4.8,2.7,4.0,4.9,5.0,6.4,5.6,4.9,2.2,3.8
5,7,2,6,2,6,6,5,7,7,7,6,6,7,5,6,7,7,7,1,5,6,3,6,6,6,1,6,6,6,3,2,2,2,4,6,6,4,2,5,6,2,6,2,6,6,5,6,4,4,3,5,3,5,2,5,2,3,2,6,3,2,3,2,2,2,1,2,2,5,3,2,1,3,3,1,3,4,2,1,5,6,2,2,5,5,4,4,1,5,5,4,4,5,6,5,4,1,5,6,4,2,3,2,5,4,7,3,2,3,6,4,6,7,5,6,6,6,4,4,2,3,3,3,2,3,5,6,3,3,5,5,6,4,5,4,6,4,3,5,2,2,5,2,5,4,3,2,5,4,5,4,5,2,6,5,5,3,6,5,5,5,5,5,5,5,6,2,6,5,4,5,5,5,5,6,6,6,4,2,6,4,6,5,4,4,6,5,7,4,4,4,5,6,7,7,5,5,3,5,6,7,7,6,4,7,6,6,4,6,7,5,7,6,4,7,6,7,5,7,7,6,4,6,7,5,7,7,6,6,7,6,7,2,5,7,2,7,7,7,7,6,AU,1744,4.975,3.25,4.325,4.0,4.975,5.95,5.9,3.6,6.1,2.4,4.8,3.9,5.9,4.7,3.4,3.3,4.7,5.1,6.1,5.4,3.6,4.9,4.6,5.1,5.1,2.3,5.3,4.5,3.5,5.7
6,2,7,5,1,3,4,1,5,2,4,4,7,5,5,1,6,7,5,5,7,7,7,6,7,6,6,7,6,2,4,5,2,6,3,4,7,3,5,3,5,4,7,1,3,1,3,1,6,4,7,7,6,6,3,6,2,3,4,1,6,2,5,2,2,2,7,2,1,2,3,2,2,3,1,1,4,3,1,4,3,2,2,2,2,2,6,3,2,4,1,2,2,3,6,1,2,2,1,3,1,1,2,1,1,3,2,1,1,3,1,4,1,5,1,5,6,5,2,4,6,3,3,6,3,3,2,2,2,3,2,6,5,3,4,3,6,4,1,3,1,3,2,4,6,1,3,1,3,3,5,1,3,2,3,2,2,2,2,4,3,6,5,2,5,7,5,1,1,6,6,7,6,5,6,5,7,6,1,5,7,5,7,7,6,5,6,5,6,5,5,6,7,4,5,5,5,5,6,6,7,7,7,7,5,7,2,6,1,6,7,7,7,7,7,5,5,6,7,6,6,5,5,6,6,6,6,7,1,3,6,7,6,3,2,4,2,5,5,7,7,7,AU,691,4.7,3.375,2.525,3.075,5.2,5.425,5.5,4.5,5.1,3.1,5.4,2.8,4.9,3.5,2.7,3.3,3.7,6.1,6.4,3.4,4.2,4.1,2.6,5.9,5.4,2.4,3.6,2.3,1.6,4.7
3,3,3,3,3,2,7,2,3,1,3,6,3,3,6,2,5,7,6,3,2,6,2,3,2,5,5,1,3,3,3,3,2,3,5,3,5,3,6,7,3,6,3,6,3,5,5,5,6,3,2,5,5,3,5,3,3,3,3,5,5,3,6,3,5,5,3,5,2,7,5,5,6,5,7,6,1,5,7,3,2,3,3,3,6,1,3,1,3,6,7,6,3,6,6,7,3,3,5,2,2,3,2,3,5,5,5,5,5,3,3,2,3,5,4,3,3,3,2,6,1,7,6,3,6,3,1,3,5,5,6,6,5,1,5,6,6,4,2,5,5,5,2,5,6,5,5,2,5,5,7,3,7,3,7,3,7,5,5,7,5,3,6,5,4,5,5,4,5,3,5,5,5,6,6,5,2,3,6,3,3,5,3,3,3,3,3,5,3,1,5,3,5,6,4,5,2,4,2,6,5,6,3,3,2,5,3,6,5,5,7,5,1,3,2,3,6,4,4,2,5,4,3,3,4,4,5,5,5,5,5,7,5,3,5,4,3,3,5,5,7,7,AU,1599,3.65,4.4,3.775,4.625,4.125,4.2,4.3,3.7,4.3,4.4,4.6,3.1,4.4,4.5,4.5,4.0,4.6,3.2,3.7,3.4,4.0,4.5,5.4,3.2,4.2,5.0,3.0,4.8,3.8,4.5
6,7,5,7,5,6,7,1,5,6,7,7,4,2,5,1,7,7,5,4,2,4,3,7,7,7,1,7,7,4,7,2,2,5,7,1,7,3,1,7,3,5,7,3,7,7,5,7,7,5,7,6,7,2,7,7,7,5,6,6,4,3,1,2,2,5,7,4,1,4,1,1,1,1,1,1,6,2,1,2,5,5,1,2,3,1,1,1,1,1,1,1,1,6,7,1,1,1,1,5,1,1,1,4,2,1,2,7,1,1,2,1,1,1,2,3,5,3,1,3,5,2,1,1,1,1,1,2,1,1,1,7,7,3,1,5,3,3,1,4,5,1,1,7,1,2,1,1,1,1,7,2,5,1,1,1,1,1,1,7,5,5,4,1,5,2,4,6,7,2,5,7,4,7,6,6,6,7,1,6,5,5,6,5,5,7,5,5,5,3,6,7,3,3,2,4,3,5,7,3,5,6,5,5,7,7,3,5,4,1,7,2,7,7,1,7,7,7,1,6,7,6,6,7,7,7,7,7,6,5,5,7,5,6,5,6,3,3,5,7,7,7,AU,707,4.875,4.15,2.225,2.475,4.75,5.425,4.8,6.0,6.5,3.3,5.5,2.1,4.9,5.6,2.1,1.6,3.5,4.9,5.2,2.2,4.2,4.1,2.7,5.1,4.3,1.7,5.5,2.5,2.1,5.2
6,6,2,3,3,5,2,2,7,3,6,3,5,2,6,5,7,7,7,1,7,2,5,6,6,5,5,6,2,5,3,6,7,7,6,5,6,3,2,3,1,2,5,5,6,7,6,7,4,3,2,2,6,5,3,2,4,5,5,6,2,3,5,2,3,5,6,5,3,6,2,6,2,5,3,7,6,6,5,5,2,2,1,3,2,2,1,3,3,5,1,1,5,3,1,7,2,1,1,1,3,1,2,3,5,2,5,3,1,7,6,6,5,3,6,3,3,3,6,3,2,3,3,3,3,2,5,6,3,3,2,3,2,2,2,1,6,3,1,2,3,2,6,6,5,3,2,3,2,3,2,2,3,2,3,3,3,2,3,5,7,5,7,6,6,6,6,1,6,7,2,2,5,6,5,6,3,6,3,5,3,2,6,5,6,3,2,2,5,5,2,2,6,5,6,5,3,1,3,4,5,5,5,7,2,7,5,3,6,6,3,5,6,5,2,6,1,6,5,3,1,2,3,3,3,3,2,2,2,6,5,2,4,5,5,5,2,3,6,5,7,7,AU,2126,4.625,4.325,3.075,3.0,4.4,4.05,5.1,4.0,2.7,4.0,4.3,2.4,4.9,4.6,3.5,3.3,2.4,4.9,4.2,4.4,4.8,5.7,2.8,3.9,3.7,4.7,3.9,2.3,3.2,4.2
6,6,2,6,3,6,6,6,5,5,7,5,6,7,4,4,4,7,6,5,5,4,4,4,2,4,4,4,6,3,3,4,3,3,3,5,6,3,5,5,3,2,4,2,2,3,3,4,4,2,2,5,5,4,3,5,6,5,2,2,3,3,2,2,2,5,5,3,2,5,3,2,1,4,4,2,2,2,4,5,3,3,4,5,5,4,5,5,2,4,5,3,4,6,5,5,4,4,4,6,5,5,5,3,4,3,5,6,3,3,4,5,4,3,5,4,7,4,6,3,3,4,4,6,3,3,4,4,3,2,4,5,5,5,3,3,4,4,3,4,5,5,3,3,3,6,3,5,3,6,5,3,5,2,3,6,5,5,4,5,3,4,4,3,4,2,3,5,5,3,6,5,3,5,5,6,5,3,4,2,3,3,5,5,3,2,5,5,3,5,5,3,3,4,6,5,3,5,2,2,5,6,5,3,3,6,4,5,7,5,7,6,6,5,6,4,5,6,5,6,5,5,4,6,6,5,6,6,6,5,6,6,6,6,6,6,3,6,6,6,6,6,AU,653,4.65,3.225,4.325,4.025,3.925,5.4,4.9,3.9,5.4,3.2,4.4,4.0,5.5,2.9,4.2,3.6,4.0,4.0,5.6,4.5,4.0,3.6,4.3,3.9,3.8,2.9,5.1,4.6,4.2,5.7
1,6,4,3,5,3,6,2,6,2,4,2,4,2,4,2,7,7,6,1,4,7,7,7,7,7,6,1,7,7,7,6,4,4,7,4,7,2,2,7,6,2,5,6,1,2,2,3,4,3,6,6,7,3,1,7,7,6,2,7,7,6,2,5,2,1,1,1,1,7,6,4,6,5,2,6,7,7,7,6,6,2,6,1,4,5,2,3,1,7,1,3,5,6,6,3,5,3,3,4,1,4,4,3,6,3,6,2,3,3,3,5,2,7,1,5,6,6,6,1,1,3,2,2,1,2,6,6,3,5,2,2,3,3,2,2,6,2,3,2,5,2,3,1,7,4,2,6,7,6,1,2,3,1,2,3,3,2,3,4,6,1,7,7,2,5,6,7,5,7,2,6,2,7,4,6,4,6,6,3,4,2,7,1,6,1,6,2,7,1,4,1,3,4,7,6,3,3,4,2,5,6,6,5,6,7,6,6,7,3,7,7,6,6,6,7,7,7,7,7,7,7,3,6,6,6,7,7,2,7,4,5,7,5,5,7,3,7,5,7,7,7,AU,553,4.675,4.375,3.825,3.125,4.325,5.925,5.7,5.2,5.8,3.3,4.6,3.7,3.9,3.4,4.3,3.1,2.7,6.0,6.7,4.2,5.0,5.3,2.4,3.7,3.7,5.6,3.8,3.9,3.5,5.5
6,5,6,3,2,3,6,5,3,3,7,3,7,7,5,1,3,7,7,1,6,2,2,3,2,3,1,1,2,2,6,5,3,5,2,3,2,6,2,6,4,5,5,5,1,3,5,3,6,2,7,7,7,7,7,7,7,3,6,7,7,6,6,6,6,6,6,7,3,7,6,1,3,5,5,6,6,5,7,6,2,2,1,6,3,2,5,7,6,2,1,3,2,1,3,1,2,1,3,5,1,1,3,6,2,1,1,1,6,2,1,1,1,2,1,2,2,3,1,1,1,2,6,6,6,6,2,2,2,2,2,6,5,1,1,3,6,5,1,3,7,3,2,2,7,5,5,2,2,5,1,1,1,1,2,1,1,1,1,2,2,2,3,1,4,1,1,1,2,2,3,1,4,3,6,2,2,3,2,7,3,3,2,3,2,3,4,2,2,1,5,2,3,2,5,3,1,1,2,1,7,7,6,3,3,7,6,1,2,3,7,7,1,6,2,5,3,6,7,6,6,5,2,7,5,5,6,7,5,6,2,6,6,6,6,3,2,6,5,1,7,6,AU,900,3.85,5.35,2.425,3.0,2.55,4.8,4.5,6.5,5.4,6.0,3.3,3.6,4.8,3.9,4.0,3.5,3.3,2.4,5.0,1.5,4.0,1.9,1.2,2.5,2.5,5.0,4.2,2.2,2.4,4.3
5,6,4,7,2,7,6,6,3,4,7,7,6,4,7,7,7,7,7,1,7,5,2,5,4,5,4,5,5,5,7,4,4,3,7,1,6,5,4,7,4,7,7,4,7,7,7,6,7,7,5,5,5,6,5,5,7,5,5,6,7,5,6,5,6,3,5,5,5,6,6,6,1,4,5,4,1,5,7,5,1,1,1,4,1,1,1,1,1,1,1,1,3,1,2,1,5,1,1,6,4,1,1,3,5,1,2,1,4,3,1,1,1,3,2,3,3,2,1,1,1,4,5,3,6,4,7,7,3,3,5,5,6,4,5,7,5,7,7,6,3,3,4,3,5,6,5,4,7,7,4,5,6,5,6,3,5,3,6,3,4,3,5,1,5,3,4,3,5,5,3,4,4,5,4,3,3,4,3,5,3,5,3,4,5,4,4,4,4,3,6,3,4,6,3,6,6,4,5,6,7,5,4,5,1,7,3,1,4,1,5,5,4,1,1,5,5,1,1,4,5,4,1,5,1,2,5,5,1,3,4,3,2,1,1,3,3,4,4,3,7,6,AU,575,5.125,5.35,1.95,4.825,4.1,3.25,3.8,5.4,3.2,5.3,3.8,1.3,6.0,6.3,4.7,4.3,5.7,4.7,3.2,1.8,4.8,3.8,4.6,3.9,4.9,4.4,5.0,2.2,2.5,2.8
6,3,3,3,2,4,7,2,4,5,5,6,6,3,6,4,6,7,6,2,2,3,1,3,4,6,3,2,3,5,5,1,2,3,4,4,4,4,6,3,5,5,5,5,5,6,5,6,4,3,6,3,5,5,5,6,4,4,5,5,6,5,4,6,5,5,5,6,3,6,7,5,3,6,6,3,4,5,7,6,7,5,5,5,3,7,5,7,5,6,4,6,6,5,6,3,4,3,5,7,6,3,7,6,6,6,6,4,6,6,3,2,3,5,5,6,5,6,2,3,5,7,6,3,6,6,3,5,6,6,4,4,6,6,5,6,5,6,3,5,4,4,6,3,4,4,3,4,6,5,4,4,6,3,5,3,5,4,5,4,3,3,5,3,6,2,3,5,4,2,4,3,5,4,5,3,3,2,2,3,5,5,6,4,5,5,5,4,3,2,5,4,5,4,4,3,3,3,5,3,7,7,6,6,6,7,5,6,6,3,7,5,7,6,4,6,2,6,3,7,7,7,6,7,5,7,7,7,3,6,6,6,7,4,5,7,2,3,5,6,7,7,AU,1864,3.95,5.0,5.0,4.725,3.825,5.625,5.9,4.8,6.2,5.1,3.4,5.5,5.1,4.9,4.3,5.3,5.0,3.2,5.3,4.0,3.6,3.6,4.3,4.4,3.9,5.2,3.9,4.9,5.6,5.1
2,1,7,3,7,1,1,1,1,2,7,1,7,7,7,1,3,7,7,6,6,1,3,1,1,3,4,1,1,1,3,1,1,1,1,6,1,1,1,7,1,1,7,4,1,5,2,5,3,1,6,6,2,5,5,3,6,3,5,7,7,7,7,1,1,7,7,7,7,7,5,2,5,7,2,6,6,1,2,4,5,3,5,1,5,5,3,7,1,3,4,6,5,7,3,2,3,3,5,7,6,7,6,7,7,7,6,7,7,2,1,3,7,7,6,7,7,7,2,7,1,7,7,1,3,3,1,1,1,1,3,6,5,5,2,3,3,2,1,4,7,2,1,3,5,7,1,3,5,3,7,3,4,1,5,5,6,4,5,7,3,6,7,1,6,1,1,1,3,7,6,5,4,6,6,6,7,5,2,1,7,7,6,5,7,5,7,5,7,3,7,5,7,4,5,3,4,5,7,2,1,7,7,1,7,3,1,7,4,1,7,7,7,6,7,6,3,7,7,2,2,6,7,5,7,4,2,1,7,1,7,6,7,3,1,1,2,1,7,5,7,7,AU,801,3.1,4.4,4.975,3.6,4.8,4.5,3.9,4.8,4.2,5.8,4.8,3.8,5.3,3.0,3.7,2.6,3.4,2.2,5.9,5.4,2.3,3.6,4.7,5.9,4.9,4.0,2.6,4.5,6.2,4.0
2,2,6,2,4,1,3,1,4,5,3,6,7,4,6,1,5,3,3,6,5,4,4,3,4,3,4,3,4,4,6,6,4,6,3,2,4,3,4,6,2,3,2,1,3,1,2,3,4,2,7,3,5,3,4,6,6,2,2,6,5,4,4,1,3,2,4,4,2,4,4,4,5,5,4,6,6,3,6,4,2,2,2,1,2,4,3,2,1,4,5,2,2,6,5,2,2,2,2,3,1,2,4,3,5,1,2,2,2,1,2,6,2,2,2,3,7,3,2,4,4,3,4,5,3,1,1,2,2,2,6,6,6,5,2,4,5,4,3,4,7,4,3,5,7,2,4,2,4,3,5,1,6,1,1,2,2,2,4,7,3,2,4,4,4,2,2,7,1,2,4,6,3,4,3,2,2,2,1,6,4,4,4,4,3,4,5,4,5,2,4,5,4,2,3,2,3,2,7,3,7,7,6,4,5,6,6,6,4,6,6,7,6,6,6,6,7,6,6,6,7,5,5,6,5,5,7,6,5,6,6,7,7,5,5,6,2,6,5,6,7,7,AU,1679,3.9,3.675,2.75,3.6,3.45,5.775,5.7,4.4,5.7,3.3,3.3,2.3,4.4,2.3,4.1,2.7,4.5,3.8,6.2,3.3,4.4,3.1,3.1,3.9,3.5,4.7,3.0,3.1,2.3,5.5
5,5,4,3,2,3,5,2,5,3,5,3,2,6,5,6,6,6,5,1,7,7,3,6,6,7,3,3,7,5,3,7,5,6,3,4,3,6,6,5,6,4,6,6,5,6,6,5,6,5,7,6,6,6,6,7,6,5,6,3,6,5,6,5,5,5,7,3,4,5,6,3,6,7,5,6,6,4,6,7,4,2,1,5,6,3,2,2,3,2,1,3,3,3,5,1,2,2,3,5,5,1,5,2,5,6,5,1,3,2,2,2,3,5,2,6,3,5,1,4,3,7,6,4,6,6,6,6,3,4,3,3,5,5,4,3,3,5,3,5,3,2,3,4,6,6,4,3,6,7,5,3,5,2,5,3,6,3,6,2,3,2,5,4,5,2,3,7,3,5,2,2,3,1,3,2,3,1,2,5,3,4,3,6,5,5,5,6,3,1,5,2,5,5,7,5,4,3,6,4,3,6,5,6,2,6,3,5,3,5,6,5,6,4,2,3,1,5,3,6,6,3,4,5,5,5,6,5,3,5,3,5,5,3,3,5,3,5,5,5,7,6,AU,0,4.6,5.5,3.15,4.35,3.75,4.35,4.4,5.8,4.7,5.1,2.4,3.0,4.5,5.5,4.4,5.1,3.9,5.4,4.1,3.3,4.8,3.9,4.0,4.1,4.6,5.6,3.7,2.8,3.5,4.2
6,7,5,5,1,6,6,1,6,3,6,6,7,7,5,7,7,6,7,1,7,7,6,6,6,6,5,5,6,6,3,3,5,5,6,4,6,2,1,6,4,3,5,6,6,7,6,7,7,5,5,6,7,5,2,6,7,7,3,6,4,3,5,1,2,2,2,3,3,5,6,7,7,5,7,7,7,7,6,5,3,4,3,2,1,4,2,4,3,4,5,3,4,6,3,3,2,3,2,3,2,3,3,5,4,5,5,4,2,4,2,2,2,7,2,6,7,5,3,2,1,3,5,7,2,1,6,7,3,2,5,6,6,5,2,6,6,5,5,6,5,2,5,6,7,3,2,2,6,6,7,4,6,7,5,6,6,6,6,5,6,3,6,6,2,5,3,3,5,5,4,1,5,6,7,3,7,7,2,1,5,5,5,4,5,2,5,4,6,6,5,7,6,6,6,7,7,5,2,3,7,7,6,6,6,7,7,7,7,7,5,6,3,7,7,7,6,7,7,7,6,5,6,2,5,5,6,6,6,6,5,5,6,3,3,6,2,5,4,7,7,7,AU,691,5.15,5.1,3.475,4.775,4.7,5.7,6.7,5.4,5.3,3.0,4.3,3.0,5.9,5.6,4.4,3.7,5.2,6.0,6.2,3.8,4.1,4.4,5.8,4.7,5.4,6.4,4.6,3.4,3.7,4.6
6,6,1,5,2,3,7,2,5,4,6,6,3,7,3,3,6,7,6,1,7,5,5,7,5,7,3,3,5,5,7,6,6,6,5,1,3,5,2,6,2,2,2,1,1,2,2,2,2,2,6,6,6,6,3,6,6,7,3,1,6,2,6,2,3,5,7,5,6,7,7,7,7,7,7,7,7,7,7,7,7,5,6,5,7,6,7,7,1,6,7,5,7,7,7,2,5,4,3,6,6,7,7,7,6,5,6,5,3,5,5,3,5,6,5,7,7,7,3,3,6,6,6,6,5,6,3,5,5,3,4,7,7,7,5,5,6,6,2,6,6,3,2,2,6,3,5,3,5,3,5,6,5,4,5,6,5,5,3,2,3,3,2,5,3,3,3,5,2,1,5,5,3,5,5,6,5,3,2,6,6,3,7,5,5,2,5,4,7,2,4,3,3,3,6,3,3,3,7,2,7,7,7,7,7,7,7,7,7,7,6,7,6,7,6,7,7,7,7,7,7,6,7,7,5,7,7,7,7,7,7,7,7,6,7,6,1,6,7,7,7,7,AU,753,4.7,4.675,5.45,4.75,3.95,6.625,7.0,5.0,6.7,4.9,4.5,5.7,4.8,1.8,3.8,5.1,5.5,5.2,6.7,5.1,4.7,3.0,4.6,4.6,3.7,7.0,4.1,5.3,5.7,6.1
3,6,5,6,4,3,3,2,4,3,6,5,3,6,5,3,6,7,7,2,4,5,4,6,6,6,5,3,6,5,7,5,4,4,3,1,4,3,3,7,4,3,5,4,2,3,3,3,5,4,7,6,5,5,4,6,7,4,3,5,6,4,6,5,2,2,2,3,2,5,6,5,2,5,4,1,3,5,6,3,2,2,2,2,4,1,2,2,1,4,2,2,2,3,6,1,2,1,1,5,2,1,2,2,3,2,2,1,2,1,3,5,2,2,2,3,5,3,3,2,2,3,3,3,2,2,5,5,2,2,5,3,6,4,5,5,3,6,3,4,2,3,3,3,5,2,3,3,5,3,3,3,4,2,4,4,3,3,3,4,4,4,5,4,5,2,5,5,6,5,5,5,3,6,3,5,3,4,3,5,5,5,5,5,2,4,5,2,7,3,3,3,5,6,6,5,5,5,6,2,5,4,6,4,3,7,6,6,4,4,4,6,5,5,3,6,5,5,4,6,7,6,2,6,5,5,5,6,6,6,5,6,6,3,4,6,2,4,5,6,7,6,AU,892,4.5,4.125,2.375,3.45,4.4,4.975,4.9,5.2,5.4,3.7,4.2,2.2,5.0,3.6,3.2,2.9,4.4,5.0,4.9,3.0,4.1,4.5,3.3,4.3,4.6,4.0,3.9,2.5,1.8,4.7
